lng,lat,weight
-79.4701462,43.783844,1.9999995231628418
-79.3853073,43.6753731,1.9999995231628418
-79.46862790000002,43.6666145,1.9999995231628418
-79.59037020000001,43.7340126,1.9999995231628418
-79.407814,43.699363700000006,1.9999995231628418
-79.18686679999999,43.7706146,1.9999995231628418
-79.3962021,43.6961288,1.9742779731750488
-79.2754517,43.73331829999999,1.9742779731750488
-79.43347170000001,43.7011566,1.9742779731750488
-79.28836059999999,43.6912346,1.9742779731750488
-79.5722122,43.6523972,1.9742779731750488
-79.43703459999999,43.6552162,1.9742779731750488
-79.522583,43.7617722,1.9742779731750488
-79.52587890000001,43.5951691,1.9742779731750488
-79.3787384,43.65105820000001,1.9742779731750488
-79.43984990000001,43.645320899999994,1.9742779731750488
-79.2429276,43.7534218,1.9742779731750488
-79.36754609999998,43.663208000000004,1.9742779731750488
-79.4668503,43.6572304,1.9742779731750488
-79.3454208,43.8068657,1.9742779731750488
-79.39449309999999,43.6782799,1.9487929344177246
-79.25331120000001,43.705570200000004,1.9487929344177246
-79.3021545,43.679416700000004,1.9487929344177246
-79.2970505,43.776825,1.9487929344177246
-79.2512894,43.7063446,1.9487929344177246
-79.43986509999999,43.639953600000005,1.9487929344177246
-79.2877808,43.6999588,1.9487929344177246
-79.41941829999999,43.79547879999999,1.9487929344177246
-79.324173,43.777744299999995,1.9487929344177246
-79.6042252,43.72338870000001,1.7767424583435059
-79.3213959,43.7897263,1.7767424583435059
-79.5348511,43.6598396,1.7767424583435059
-79.3186798,43.6992722,1.7767424583435059
-79.45094300000001,43.772316,1.7767424583435059
-79.4477463,43.7402458,1.7767424583435059
-79.3575134,43.681942,1.7767424583435059
-79.3574905,43.7534943,1.7767424583435059
-79.3974915,43.6897011,1.7767424583435059
-79.4916382,43.7094612,1.7767424583435059
-79.3574905,43.7534943,1.7767424583435059
-79.51506040000001,43.5985985,1.7767424583435059
-79.5360184,43.6625595,1.7767424583435059
-79.44009399999999,43.7405014,1.7767424583435059
-79.3568192,43.660793299999995,1.7767424583435059
-79.389534,43.676963799999996,1.7767424583435059
-79.4837265,43.6881752,1.7767424583435059
-79.39085390000001,43.7445793,1.6375150680541992
-79.5600281,43.7562561,1.6375150680541992
-79.4255676,43.7356148,1.6375150680541992
-79.3940582,43.6732063,1.6375150680541992
-79.3867874,43.6702271,1.6375150680541992
-79.38320159999999,43.654319799999996,1.6375150680541992
-79.5657883,43.6600075,1.6375150680541992
-79.52654270000001,43.695049299999994,1.6375150680541992
-79.296875,43.6707153,1.6375150680541992
-79.3705215,43.663723,1.6375150680541992
-79.3732834,43.789154100000005,1.6375150680541992
-79.4017029,43.7755852,1.6375150680541992
-79.405304,43.670311,1.6375150680541992
-79.3997192,43.713005100000004,1.6375150680541992
-79.56541440000001,43.7538185,1.6375150680541992
-79.26576999999999,43.696003000000005,1.6375150680541992
-79.25187679999999,43.8267326,1.6375150680541992
-79.3629761,43.7864761,1.6375150680541992
-79.35382840000001,43.7121773,1.6375150680541992
-79.37496949999999,43.655151399999994,1.6375150680541992
-79.3768387,43.6411552,1.6150016784667969
-79.47933959999999,43.7825584,1.6150016784667969
-79.5322189,43.719066600000005,1.6150016784667969
-79.4014664,43.781715399999996,1.6150016784667969
-79.47933959999999,43.7825584,1.6150016784667969
-79.2827759,43.8252029,1.6150016784667969
-79.33536529999999,43.6808472,1.6150016784667969
-79.5529861,43.751442,1.6150016784667969
-79.3849792,43.724556,1.6150016784667969
-79.3394318,43.680015600000004,1.6150016784667969
